CustomerID,Name,Age,Gender,City,SignupDate,PurchaseAmount,SatisfactionScore
CUST00385,Sarah Hernandez,52,Male,San Jose,2020-06-19,207.66,3
CUST00095,William Wilson,34,Female,Chicago,2018-08-09,273.88,1
CUST00770,Barbara Anderson,40,Female,San Antonio,2022-12-09,382.09,4
CUST00452,John Johnson,59,Male,Houston,2020-11-23,192.92,4
CUST00026,Mary Brown,34,Male,San Jose,2018-02-28,252.84,5
CUST00114,Barbara Martinez,30,Male,Houston,2018-09-23,562.15,2
CUST00126,Robert Brown,49,Male,Dallas,2018-10-21,68.44,4
CUST00061,Unknown,38,Male,Los Angeles,2018-05-21,623.47,1
CUST00599,John Brown,43,Male,Los Angeles,2021-11-03,603.0,5
CUST00948,Thomas Gonzalez,60,Male,New York,2024-01-31,45.65,4
CUST00245,John Garcia,54,Female,New York,2019-07-27,781.6325,1
CUST00680,Susan Hernandez,49,Female,San Jose,2022-05-12,31.41,3
CUST00076,Patricia Wilson,31,Female,Philadelphia,2018-06-25,631.06,3
CUST00897,Richard Williams,21,Male,Dallas,2023-03-10,216.06,4
CUST00427,Charles Anderson,39,Female,Houston,2020-09-26,232.42,4
CUST00715,William Garcia,40,Female,Dallas,2022-08-02,756.89,4
CUST00418,Joseph Miller,40,Male,Chicago,2020-09-05,414.18,4
CUST00726,Susan Thomas,36,Male,San Jose,2022-08-28,152.73,5
CUST00390,David Jones,42,Female,San Jose,2020-07-01,226.25,3
CUST00054,James Hernandez,22,Female,Dallas,2018-05-05,252.84,4
CUST00973,Charles Davis,28,Male,Philadelphia,2024-03-29,128.27,3
CUST00351,Jennifer Martinez,31,Female,Los Angeles,2020-03-31,157.96,2
CUST00206,Patricia Gonzalez,54,Female,San Jose,2019-04-26,781.6325,5
CUST00472,Susan Davis,52,Female,San Diego,2021-09-01,221.56,3
CUST00532,Sarah Davis,48,Male,San Antonio,2021-05-30,433.24,4
CUST00643,James Smith,55,Male,San Antonio,2022-02-14,234.65,4
CUST00404,Susan Rodriguez,39,Female,Dallas,2020-03-08,502.9,5
CUST00717,John Rodriguez,21,Female,San Jose,2022-08-07,133.19,5
CUST00493,Mary Anderson,49,Male,Chicago,2021-02-27,43.86,3
CUST00376,James Jones,35,Male,Los Angeles,2020-05-29,161.94,4
CUST00831,Susan Martinez,38,Male,Phoenix,2023-05-01,406.21,4
CUST00511,Karen Lopez,34,Female,Dallas,2021-04-11,618.88,5
CUST00098,Barbara Davis,48,Male,Dallas,2018-08-16,126.18,4
CUST00286,Sarah Gonzalez,70,Male,Phoenix,2019-10-31,224.91,5
CUST00887,Michael Anderson,43,Female,Philadelphia,2023-09-09,269.44,2
CUST00661,Thomas Johnson,56,Male,San Antonio,2022-03-28,109.92,5
CUST00499,Mary Hernandez,37,Female,Unknown,2021-03-13,468.93,3
CUST00910,James Garcia,31,Male,Philadelphia,2023-11-02,290.36,4
CUST00018,Charles Lopez,38,Female,New York,2018-02-09,299.16,2
CUST00197,Elizabeth Johnson,30,Female,Los Angeles,2019-04-05,443.9,2
CUST00027,Joseph Lopez,24,Male,Houston,2018-03-02,84.19,3
CUST00969,David Gonzalez,58,Male,Phoenix,2024-03-20,77.67,3
CUST00187,James Brown,40,Female,San Diego,2019-03-13,183.82,4
CUST00743,David Smith,32,Female,Phoenix,2022-10-07,94.27,4
CUST00345,Linda Gonzalez,31,Male,Phoenix,2020-03-17,83.35,4
CUST00702,Susan Miller,28,Female,Los Angeles,2022-07-03,270.73,5
CUST00190,Sarah Rodriguez,39,Male,San Antonio,2019-03-20,341.24,5
CUST00974,William Smith,30,Male,Los Angeles,2024-04-01,252.84,4
CUST00271,John Lopez,55,Male,Los Angeles,2019-09-26,693.88,3
CUST00327,William Johnson,21,Male,New York,2020-02-04,335.27,4
CUST00806,Jessica Davis,41,Male,Philadelphia,2023-04-03,122.7,3
CUST00692,David Martinez,25,Female,Philadelphia,2022-06-09,343.88,3
CUST00778,Charles Thomas,19,Male,Phoenix,2022-12-28,200.69,3
CUST00795,Barbara Wilson,36,Female,Philadelphia,2023-02-06,123.42,3
CUST00352,Barbara Gonzalez,32,Female,New York,2020-04-03,550.13,5
CUST00386,Richard Jones,44,Female,Chicago,2020-06-21,230.01,5
CUST00752,Michael Williams,32,Female,San Jose,2022-10-28,76.95,3
CUST00791,Thomas Brown,52,Female,Houston,2023-01-27,781.6325,4
CUST00495,Thomas Lopez,48,Male,Phoenix,2021-03-04,220.33,4
CUST00263,Patricia Thomas,40,Male,San Antonio,2019-09-07,252.84,4
CUST00839,Robert Brown,40,Male,San Diego,2023-05-20,120.69,5
CUST00075,Karen Gonzalez,31,Male,Chicago,2018-06-23,361.18,4
CUST00169,Charles Garcia,50,Female,New York,2019-01-30,374.8,4
CUST00927,David Brown,44,Female,Philadelphia,2023-12-12,781.6325,4
CUST00563,Jennifer Smith,40,Male,San Diego,2021-11-08,688.92,2
CUST00762,Barbara Wilson,43,Male,San Diego,2022-11-20,77.9,3
CUST00659,Charles Anderson,35,Male,San Antonio,2022-03-24,240.59,2
CUST00729,Charles Jones,50,Male,Phoenix,2022-09-04,395.52,3
CUST00554,John Jones,30,Male,Phoenix,2021-07-20,42.88,4
CUST00307,Susan Anderson,32,Male,San Antonio,2019-12-19,150.31,4
CUST00981,James Johnson,53,Female,San Antonio,2024-04-17,132.91,4
CUST00784,Thomas Wilson,21,Female,Philadelphia,2023-11-01,106.16,3
CUST00868,Charles Martinez,23,Female,New York,2023-07-27,359.85,4
CUST00895,Thomas Davis,38,Male,Los Angeles,2023-09-28,488.68,5
CUST00790,Joseph Davis,8,Male,Philadelphia,2023-01-25,781.6325,2
CUST00863,John Lopez,43,Female,San Diego,2023-07-15,346.48,5
CUST00473,Mary Gonzalez,42,Male,Phoenix,2021-01-12,670.58,2
CUST00309,Joseph Thomas,47,Female,Dallas,2019-12-24,159.88,2
CUST00111,James Smith,31,Male,Philadelphia,2018-09-15,44.02,5
CUST00526,Susan Thomas,36,Male,Los Angeles,2021-05-16,113.07,3
CUST00633,David Garcia,25,Male,Houston,2022-01-22,392.91,4
CUST00058,Michael Rodriguez,40,Male,San Antonio,2018-05-14,252.84,3
CUST00650,Linda Smith,51,Female,San Jose,2022-03-03,78.86,5
CUST00007,Patricia Davis,33,Male,San Diego,2018-01-15,171.15,5
CUST00631,William Williams,29,Male,San Jose,2022-01-17,630.41,5
CUST00139,Jessica Martinez,39,Female,Philadelphia,2018-11-20,252.84,2
CUST00164,Jessica Brown,26,Female,Philadelphia,2019-01-18,347.87,3
CUST00359,Karen Rodriguez,25,Male,New York,2020-04-19,364.96,5
CUST00889,Mary Wilson,29,Female,Houston,2023-09-14,88.03,4
CUST00837,Joseph Miller,50,Female,Los Angeles,2023-05-15,259.91,4
CUST00044,Sarah Anderson,60,Male,New York,2018-04-11,120.02,4
CUST00616,Elizabeth Smith,40,Female,Chicago,2021-12-13,496.66,5
CUST00064,Robert Smith,62,Male,New York,2018-05-28,451.73,3
CUST00592,Linda Jones,38,Female,Philadelphia,2021-10-18,112.77,4
CUST00587,Jennifer Gonzalez,45,Male,Philadelphia,2021-10-06,326.67,4
CUST00039,Patricia Wilson,71,Female,San Jose,2018-03-31,362.55,4
CUST00400,John Jones,37,Female,Phoenix,2020-07-24,89.58,5
CUST00745,Mary Rodriguez,26,Male,Philadelphia,2022-10-11,111.89,5
CUST00687,Charles Thomas,33,Male,Phoenix,2022-05-28,648.98,4
CUST00982,James Smith,46,Male,San Antonio,2024-04-19,244.88,3
CUST00205,Michael Rodriguez,47,Male,San Diego,2019-04-24,268.06,3
CUST00421,David Williams,37,Male,Los Angeles,2020-09-12,301.67,3
CUST00959,Patricia Rodriguez,72,Male,New York,2024-02-25,670.49,4
CUST00811,Thomas Williams,49,Male,Houston,2023-03-15,133.19,5
CUST00285,Patricia Martinez,42,Male,New York,2019-10-29,374.2,4
CUST00508,Linda Jones,40,Male,Dallas,2021-04-04,118.74,1
CUST00287,David Gonzalez,37,Female,Unknown,2019-11-02,600.82,2
CUST00753,Robert Johnson,40,Female,San Diego,2022-10-30,420.12,1
CUST00186,Robert Lopez,52,Female,Dallas,2019-03-10,171.98,4
CUST00447,Patricia Davis,36,Male,San Diego,2020-11-12,252.84,3
CUST00965,Sarah Wilson,46,Male,San Antonio,2024-03-10,192.08,4
CUST00855,Elizabeth Rodriguez,56,Female,San Jose,2023-06-26,160.16,4
CUST00229,Sarah Lopez,47,Male,Houston,2019-06-19,266.69,2
CUST00548,Robert Williams,42,Male,San Diego,2021-06-07,88.12,5
CUST00105,Robert Smith,41,Female,Phoenix,2018-09-01,155.61,3
CUST00368,Jennifer Lopez,56,Male,Houston,2020-05-10,86.87,2
CUST00062,John Williams,30,Male,Los Angeles,2018-05-24,234.2,5
CUST00626,Charles Davis,32,Male,Los Angeles,2022-01-05,269.0,4
CUST00597,Patricia Brown,52,Female,San Antonio,2021-10-29,362.67,2
CUST00545,Susan Jones,60,Male,Chicago,2021-06-29,135.08,4
CUST00596,Charles Williams,63,Female,New York,2021-10-27,428.87,3
CUST00747,William Rodriguez,55,Male,San Jose,2022-10-16,192.44,4
CUST00455,John Rodriguez,44,Female,San Diego,2020-11-30,738.59,3
CUST00254,James Wilson,42,Female,Los Angeles,2019-08-17,162.63,4
CUST00730,Patricia Williams,46,Male,Philadelphia,2022-06-09,71.95,4
CUST00515,Jennifer Williams,40,Female,New York,2021-04-20,252.84,1
CUST00709,David Wilson,34,Male,Phoenix,2022-07-19,781.6325,4
CUST00436,Karen Davis,42,Male,Dallas,2020-10-17,428.03,4
CUST00571,Jennifer Williams,42,Female,Phoenix,2021-08-29,119.46,5
CUST00110,John Thomas,15,Male,Houston,2018-09-13,188.44,4
CUST00677,Joseph Davis,40,Female,Philadelphia,2022-05-05,275.43,4
CUST00361,William Smith,17,Male,Chicago,2020-04-24,34.23,5
CUST00337,Charles Gonzalez,33,Female,San Jose,2020-02-28,356.88,4
CUST00320,Sarah Anderson,44,Female,San Jose,2020-01-19,224.59,1
CUST00614,John Davis,40,Male,Chicago,2021-12-08,226.36,1
CUST00397,Thomas Jones,29,Male,Philadelphia,2020-07-17,238.35,4
CUST00149,Robert Brown,16,Male,Houston,2018-12-14,365.46,5
CUST00793,James Thomas,44,Male,San Antonio,2023-01-02,184.94,4
CUST00690,James Anderson,45,Male,Philadelphia,2022-06-04,80.66,4
CUST00541,Jennifer Miller,44,Male,Dallas,2021-06-20,89.77,4
CUST00159,Mary Garcia,40,Male,Houston,2019-06-01,354.87,5
CUST00786,Richard Johnson,9,Female,Los Angeles,2023-01-16,325.87,5
CUST00483,Elizabeth Miller,49,Female,Los Angeles,2021-02-04,478.74,4
CUST00570,Charles Garcia,38,Female,San Jose,2021-08-27,86.53,4
CUST00494,Linda Davis,53,Male,San Jose,2021-03-02,264.59,4
CUST00024,Susan Johnson,40,Female,New York,2018-02-23,221.07,5
CUST00782,Robert Johnson,42,Male,Houston,2023-01-06,781.6325,4
CUST00129,Charles Brown,28,Male,Philadelphia,2018-10-28,388.97,4
CUST00860,Linda Hernandez,53,Male,Houston,2023-07-08,45.18,4
CUST00971,Jennifer Rodriguez,39,Male,Philadelphia,2024-03-24,250.62,3
CUST00325,Susan Gonzalez,39,Male,San Jose,2020-01-30,154.24,5
CUST00901,William Thomas,41,Female,Dallas,2023-10-12,65.66,4
CUST00512,David Brown,44,Female,San Jose,2021-04-13,129.88,3
CUST00363,James Jones,35,Male,Dallas,2020-04-29,234.1,3
CUST00654,Charles Wilson,27,Male,Philadelphia,2022-03-12,297.05,5
CUST00468,Robert Gonzalez,57,Female,San Diego,2020-12-31,35.0,4
CUST00714,Elizabeth Brown,33,Male,San Diego,2022-07-31,193.81,3
CUST00954,Robert Brown,40,Male,Los Angeles,2024-02-14,468.36,4
CUST00758,John Lopez,39,Female,New York,2022-11-11,538.95,5
CUST00829,Linda Brown,54,Female,Chicago,2023-04-26,244.46,4
CUST00925,William Miller,25,Male,Philadelphia,2023-08-12,781.6325,3
CUST00420,Susan Johnson,49,Male,Philadelphia,2020-09-09,640.51,3
CUST00527,Jennifer Jones,29,Female,San Jose,2021-05-18,52.33,4
CUST00610,Linda Lopez,53,Female,Dallas,2021-11-29,102.98,5
CUST00250,Karen Jones,21,Female,San Antonio,2019-08-07,48.85,4
CUST00380,Robert Gonzalez,40,Male,Dallas,2020-06-07,372.55,4
CUST00016,Jessica Anderson,53,Male,San Antonio,2018-02-05,246.25,5
CUST00160,Robert Thomas,59,Male,Philadelphia,2019-01-08,290.54,3
CUST00644,David Garcia,32,Male,Los Angeles,2022-02-17,364.94,5
CUST00049,James Lopez,55,Female,Chicago,2018-04-23,627.6,5
CUST00930,David Hernandez,32,Male,Philadelphia,2023-12-19,13.63,3
CUST00864,Jessica Gonzalez,53,Male,Los Angeles,2023-07-18,125.01,5
CUST00378,Jessica Gonzalez,24,Female,New York,2020-06-03,129.78,4
CUST00295,John Lopez,42,Male,Dallas,2019-11-21,312.17,5
CUST00568,Linda Davis,49,Female,San Jose,2021-08-22,29.85,5
CUST00128,Robert Anderson,62,Female,Dallas,2018-10-25,147.57,2
CUST00298,Robert Rodriguez,57,Male,San Diego,2019-11-28,190.22,5
CUST00995,Jennifer Rodriguez,40,Female,Los Angeles,2024-05-20,300.89,5
CUST00238,Jessica Rodriguez,35,Female,Phoenix,2019-07-10,198.21,4
CUST00168,Barbara Hernandez,14,Female,San Jose,2019-01-27,435.14,4
CUST00891,Barbara Miller,27,Male,Dallas,2023-09-19,235.76,4
CUST00081,Michael Hernandez,29,Male,San Diego,2018-07-07,158.16,5
CUST00670,Sarah Miller,33,Female,Los Angeles,2022-04-19,655.3,4
CUST00940,Mary Gonzalez,43,Male,San Antonio,2024-01-12,309.31,3
CUST00936,Charles Rodriguez,37,Male,Houston,2024-01-02,121.22,4
CUST00031,Thomas Brown,39,Female,San Antonio,2018-03-12,165.97,3
CUST00243,Robert Lopez,31,Male,Chicago,2019-07-22,229.94,4
CUST00874,Charles Thomas,11,Female,Houston,2023-08-10,105.63,4
CUST00740,Patricia Anderson,46,Female,Chicago,2022-09-30,67.13,1
CUST00572,Michael Williams,34,Male,New York,2021-09-01,150.47,2
CUST00878,Richard Hernandez,42,Male,San Jose,2023-08-19,252.84,4
CUST00579,Jennifer Rodriguez,44,Male,Philadelphia,2021-09-17,192.37,4
CUST00050,Linda Davis,38,Female,Phoenix,2018-04-25,212.49,5
CUST00028,Michael Lopez,36,Female,San Antonio,2018-03-05,294.64,3
CUST00578,Patricia Gonzalez,37,Female,New York,2021-09-15,269.19,3
CUST00123,Jessica Thomas,42,Male,Phoenix,2018-10-14,542.99,4
CUST00802,Michael Wilson,33,Male,San Antonio,2023-02-22,616.91,3
CUST00934,John Hernandez,32,Male,New York,2023-12-29,365.2,2
CUST00721,Jennifer Hernandez,37,Female,Dallas,2022-08-16,202.01,4
CUST00723,Barbara Gonzalez,39,Male,Chicago,2022-08-21,84.87,4
CUST00564,Joseph Smith,29,Female,Phoenix,2021-08-13,456.47,5
CUST00509,Patricia Davis,40,Female,Phoenix,2021-06-04,32.54,3
CUST00590,Karen Davis,27,Female,San Diego,2021-10-13,536.36,4
CUST00348,Richard Lopez,58,Male,San Antonio,2020-03-24,35.08,5
CUST00756,Jennifer Johnson,31,Male,San Diego,2022-11-06,126.26,3
CUST00278,Charles Johnson,49,Female,Los Angeles,2019-10-12,113.31,2
CUST00846,Richard Davis,41,Male,Phoenix,2023-06-05,334.08,4
CUST00432,Thomas Jones,50,Female,San Jose,2020-10-07,259.74,4
CUST00783,Elizabeth Miller,38,Female,Dallas,2023-01-09,337.32,5
CUST00741,Karen Williams,49,Female,Los Angeles,2022-10-02,328.04,4
CUST00148,Jessica Thomas,59,Male,Philadelphia,2018-12-11,126.1,5
CUST00300,Karen Thomas,55,Male,Chicago,2019-12-03,734.43,3
CUST00557,Patricia Rodriguez,34,Female,San Antonio,2021-07-28,152.39,4
CUST00446,Patricia Davis,54,Male,Los Angeles,2020-11-09,166.15,4
CUST00876,James Hernandez,41,Female,Dallas,2023-08-15,330.55,3
CUST00458,Thomas Wilson,44,Female,Dallas,2020-07-12,199.3,5
CUST00052,Thomas Davis,31,Male,Los Angeles,2018-04-30,209.48,4
CUST00877,Jessica Rodriguez,35,Female,San Jose,2023-08-17,331.27,5
CUST00519,Barbara Jones,28,Male,Phoenix,2021-04-29,183.24,5
CUST00023,Sarah Brown,30,Female,Chicago,2018-02-21,184.32,3
CUST00319,David Hernandez,40,Female,Phoenix,2020-01-16,331.33,2
CUST00674,Joseph Jones,47,Male,Phoenix,2022-04-28,561.77,5
CUST00433,Patricia Martinez,27,Female,Houston,2020-10-10,265.71,1
CUST00210,Susan Lopez,43,Male,Chicago,2019-05-06,478.99,3
CUST00620,William Garcia,36,Female,Chicago,2021-12-22,211.07,4
CUST00143,James Thomas,22,Male,Houston,2018-11-30,478.65,3
CUST00051,David Williams,49,Female,San Diego,2018-04-28,440.23,3
CUST00167,James Thomas,52,Female,San Diego,2019-01-25,436.81,3
CUST00911,Sarah Johnson,40,Female,Los Angeles,2023-11-05,88.4,4
CUST00926,Joseph Miller,42,Male,San Diego,2023-12-10,489.06,2
CUST00082,Charles Garcia,45,Male,Los Angeles,2018-07-09,252.84,2
CUST00847,Joseph Rodriguez,44,Male,Houston,2023-06-08,207.03,4
CUST00322,Elizabeth Martinez,39,Male,San Antonio,2020-01-23,46.02,4
CUST00738,John Davis,37,Male,Philadelphia,2022-09-25,181.71,1
CUST00963,Richard Smith,37,Female,Chicago,2024-03-06,342.66,5
CUST00900,Michael Martinez,26,Female,San Jose,2023-10-10,250.14,5
CUST00067,Robert Smith,24,Male,Houston,2018-06-04,207.31,5
CUST00335,Richard Brown,54,Female,New York,2020-02-23,781.6325,4
CUST00134,Linda Smith,42,Male,San Antonio,2018-08-11,59.4,5
CUST00704,Charles Smith,33,Male,Dallas,2022-07-07,218.12,4
CUST00290,John Rodriguez,22,Male,San Jose,2019-11-09,191.23,4
CUST00340,Elizabeth Martinez,39,Male,San Antonio,2020-03-06,114.9,4
CUST00946,Linda Lopez,39,Female,San Antonio,2024-01-26,288.46,3
CUST00284,William Miller,44,Male,New York,2019-10-26,338.6,4
CUST00501,John Rodriguez,55,Female,Phoenix,2021-03-18,781.6325,2
CUST00664,Linda Gonzalez,51,Female,San Diego,2022-04-04,187.49,4
CUST00065,Robert Jones,32,Female,Philadelphia,2018-05-31,76.36,2
CUST00265,Mary Smith,50,Female,New York,2019-09-12,182.64,4
CUST00450,Sarah Gonzalez,48,Female,San Diego,2020-11-19,781.6325,4
CUST00581,John Hernandez,54,Female,New York,2021-09-22,37.87,2
CUST00683,Susan Anderson,42,Female,Houston,2022-05-19,226.12,4
CUST00021,Charles Miller,46,Female,Chicago,2018-02-16,384.79,5
CUST00443,Jessica Anderson,39,Male,San Diego,2020-11-02,104.15,4
CUST00821,John Gonzalez,48,Female,Los Angeles,2023-04-08,401.42,3
CUST00956,Susan Miller,60,Female,Houston,2024-02-18,49.65,4
CUST00297,Richard Miller,44,Female,Philadelphia,2019-11-26,199.92,4
CUST00500,Richard Garcia,29,Female,Unknown,2021-03-16,781.6325,3
CUST00262,John Gonzalez,24,Male,San Jose,2019-09-05,194.32,1
CUST00998,Barbara Davis,49,Female,San Diego,2024-05-27,247.6,2
CUST00823,Jennifer Miller,35,Female,Dallas,2023-12-04,140.7,5
CUST00558,Richard Martinez,42,Male,Houston,2021-07-30,477.38,5
CUST00612,Barbara Brown,52,Female,San Antonio,2021-12-04,192.69,3
CUST00622,James Wilson,43,Male,San Diego,2021-12-27,290.86,4
CUST00529,Patricia Gonzalez,33,Male,Houston,2021-05-23,101.35,5
CUST00880,Elizabeth Brown,15,Female,New York,2023-08-24,200.52,2
CUST00189,Robert Thomas,44,Male,Houston,2019-03-17,155.78,3
CUST00252,Jessica Jones,37,Female,Phoenix,2019-08-12,156.1,4
CUST00072,Elizabeth Lopez,39,Female,Chicago,2018-06-16,293.55,3
CUST00102,Thomas Martinez,59,Female,San Diego,2018-08-25,271.99,4
CUST00979,Elizabeth Davis,67,Female,New York,2024-12-04,267.11,1
CUST00766,John Garcia,29,Male,Philadelphia,2022-11-30,274.72,4
CUST00398,John Garcia,14,Female,Los Angeles,2020-07-20,157.61,4
CUST00886,David Jones,54,Male,Philadelphia,2023-09-07,327.76,4
CUST00566,Joseph Miller,17,Male,New York,2021-08-18,318.2,5
CUST00667,Charles Wilson,40,Female,San Antonio,2022-04-12,611.96,4
CUST00994,Jennifer Rodriguez,32,Female,New York,2024-05-17,440.7,4
CUST00771,William Gonzalez,47,Female,Houston,2022-12-11,357.42,1
CUST00331,Jessica Gonzalez,49,Female,Philadelphia,2020-02-13,377.78,5
CUST00453,Elizabeth Gonzalez,53,Female,Philadelphia,2020-11-26,86.09,5
CUST00734,Michael Davis,51,Female,Los Angeles,2022-09-16,238.71,5
CUST00366,Elizabeth Thomas,40,Female,Phoenix,2020-06-05,185.44,5
CUST00282,Elizabeth Martinez,40,Female,Dallas,2019-10-22,132.05,4
CUST00865,John Gonzalez,33,Male,Chicago,2023-07-20,284.71,5
CUST00781,Karen Miller,50,Male,Houston,2023-01-04,256.81,1
CUST00813,Sarah Brown,36,Female,Unknown,2023-03-20,114.86,5
CUST00908,Thomas Lopez,42,Female,Houston,2023-10-29,327.64,2
CUST00464,Jessica Gonzalez,29,Female,San Jose,2020-12-21,129.09,4
CUST00799,Richard Gonzalez,34,Male,Houston,2023-02-15,505.1,2
CUST00208,Linda Thomas,27,Female,Phoenix,2019-05-01,330.54,4
CUST00514,Thomas Wilson,28,Male,Philadelphia,2021-04-18,382.91,4
CUST00219,John Smith,37,Female,San Diego,2019-05-27,67.62,3
