CustomerID,Name,Age,Gender,City,SignupDate,PurchaseAmount,SatisfactionScore
CUST00725,Richard Smith,,F,Los Angeles,26/08/2022,726.85,4.0
CUST00035,Elizabeth Brown,50.0,female,San Antonio,21-Mar-2018,485.78,5.0
CUST00172,Richard Williams,41.0,female,San Antonio,2019-02-06,514.82,5.0
CUST00396,Jennifer Lopez,56.0,FEMALE,  Philadelphia  ,15-Jul-2020,211.05,2.0
CUST00819,Thomas Rodriguez,26.0,FEMALE,San Jose,03/04/2023,117.65,4.0
CUST00362,Susan Anderson,72.0,Female,Houston,04-26-2020,382.2,1.0
CUST00329,John Garcia,43.0,female,Houston,2020-02-09,$209.94,4.0
CUST00171,Jennifer Garcia,56.0,male,Houston,03/02/2019,427.98,4.0
CUST00357,JOHN BROWN,35.0,F,phoenix,,204.38,2.0
CUST00257,John Brown,60.0,Male,Dallas,24/08/2019,298.41,4.0
CUST00803,Karen Gonzalez,50.0,F,Chicago,2023-02-24,255.18,5.0
CUST00180,Thomas Thomas,35.0,Male,Chicago,02-24-2019,145.65,3.0
CUST00917,David Smith,53.0,M,San Diego,2023-11-19,134.0,4.0
CUST00586,Elizabeth Smith,40.0,FEMALE,San Diego,2021-10-04,-250.0,4.0
CUST00165,Linda Miller,38.0,Female,Houston,20-Jan-2019,250.04,3.0
CUST00893,Richard Wilson,39.0,M,San Jose,24/09/2023,240.24,3.0
CUST00962,Linda Hernandez,26.0,female,New York,03-Mar-2024,38.25,5.0
CUST00326,Linda Martinez,27.0,,Los Angeles,02-02-2020,672.48,5.0
CUST00467,Linda Smith,48.0,Male ,HOUSTON,28/12/2020,316.96,5.0
CUST00373,John Rodriguez,45.0,male,Philadelphia,2020-05-22,670.5,3.0
CUST00602,Jennifer Garcia,47.0,M,San Jose,10/11/2021,184.51,3.0
CUST00485,Barbara Rodriguez,59.0,Male,San Antonio,02-09-2021,203.72,5.0
CUST00014,Thomas Hernandez,66.0,male,Chicago,31/01/2018,1001.66,5.0
CUST00748,Linda Smith,41.0,,Houston,18-Oct-2022,86.08,5.0
CUST00317,Michael Wilson,16.0,F,Dallas,2020-01-12,205.28,3.0
CUST00456,Barbara Martinez,19.0,F,San Diego,12-03-2020,497.96,5.0
CUST00141,Karen Lopez,49.0,MALE,New York,11-25-2018,379.83,4.0
CUST00217,Joseph Garcia,47.0,FEMALE,San Antonio,05-22-2019,254.66,5.0
CUST00490,Richard Johnson,41.0,Male ,Philadelphia,20-Feb-2021,386.31,5.0
CUST00306,Michael Lopez,64.0,female,San Diego,17/12/2019,544.41,2.0
CUST00658,James Wilson,25.0,M,Phoenix,21-Mar-2022,197.23,5.0
CUST00843,Thomas Davis, 56 ,F,San Diego,29/05/2023,220.93,3.0
CUST00583,Patricia Garcia,47.0,M,New York,2021-09-26,344.89,3.0
CUST00898,Jessica Garcia,29.0,Female,San Jose,10-05-2023,288.25,4.0
CUST00660,Sarah Johnson,41.0,M,Los Angeles,2022-03-26,357.17,5.0
CUST00409,Linda Thomas,43.0,Female,New York,"August 14, 2020",460.21,3.0
CUST00100,William Brown,29.0,FEMALE,Chicago,"August 21, 2018",90.42,
CUST00960,Jennifer Thomas,51.0,M,Phoenix,02-28-2024,162.15,
CUST00154,Linda Brown,61.0,female,Los Angeles,12-25-2018,268.67,5.0
CUST00047,James Rodriguez,25.0,male,Philadelphia,2018-04-18,302.7,4.0
CUST00005,Charles Miller,56.0,Male,San Diego,,,1.0
CUST00173,Linda Hernandez,51.0,Male,San Antonio,"February 08, 2019",331.5,
CUST00964,Linda Jones,48.0,F,Philadelphia,03-08-2024,448.1,4.0
CUST00678,Mary Williams,28.0,Male ,San Diego,07/05/2022,267.22,4.0
CUST00223,Patricia Garcia,39.0,female,New York,05/06/2019,293.95,4.0
CUST00996,Michael Anderson,26.0,MALE,Houston,22/05/2024,102.55,4.0
CUST00260,Charles Martinez,22.0,FEMALE,San Diego,31/08/2019,196.06,3.0
CUST00559,Sarah Davis,37.0,Female,Dallas,01/08/2021,528.17,4.0
CUST00233,John Martinez,48.0, female,San Diego,06-29-2019,64.37,
CUST00109,Mary Lopez,45.0,Male,Los Angeles,2018-09-11,360.53,4.0
CUST00849,Susan Jones,30.0,Male ,san jose,12/06/2023,261.19,3.0
CUST00735,Robert Garcia,66.0,male,Dallas,2022-09-18,248.62,2.0
CUST00099,Joseph Hernandez,,Male ,Houston,18/08/2018,270.29,3.0
CUST00601,Elizabeth Davis,24.0,Male ,Phoenix,,236.38,2.0
CUST00109,Mary Lopez,45.0,Male,Los Angeles,2018-09-11,360.53,4.0
CUST00832,David Johnson,50.0,,Chicago,03-May-2023,,2.0
CUST00221,Barbara Lopez,35.0,FEMALE,San Jose,05-31-2019,252.96,5.0
CUST00358,Robert Williams,56.0,Male,San Antonio,17-Apr-2020,85.22,3.0
CUST00970,James Lopez,60.0,Male ,Dallas,,314.16,5.0
CUST00025,William Martinez,24.0,Male,Phoenix,02-26-2018,569.73,4.0
CUST00991,Barbara Smith,33.0,Male,San Jose,10-May-2024,413.19,4.0
CUST00681,Jessica Brown,27.0,female,New York,"May 14, 2022",276.48,4.0
CUST00385,Sarah Hernandez,52.0,Male ,San Jose,19/06/2020,207.66,3.0
CUST00095,William Wilson, 34 , female,Chicago,"August 09, 2018",273.88,1.0
CUST00770,Barbara Anderson,, female,  San Antonio  ,12-09-2022,382.09,4.0
CUST00452,John Johnson,59.0,Male ,Houston,2020-11-23,192.92,4.0
CUST00026,Mary Brown, 34 ,Male,San Jose,28-Feb-2018,,5.0
CUST00114,Barbara Martinez,30.0,,Houston,23-Sep-2018,562.15,2.0
CUST00126,Robert Brown,49.0,M,Dallas,21-Oct-2018,68.44,
CUST00061,,38.0,Male ,Los Angeles,21/05/2018,623.47,1.0
CUST00599,John Brown,43.0,Male,Los Angeles,2021-11-03,$603.00,5.0
CUST00948,Thomas Gonzalez,60.0,Male ,New York,31-Jan-2024,45.65,4.0
CUST00245,John Garcia,54.0,F,New York,27-Jul-2019,829.86,1.0
CUST00680,Susan Hernandez,49.0,Female,San Jose,12-May-2022,31.41,3.0
CUST00076,Patricia Wilson,31.0,female,Philadelphia,25-Jun-2018,631.06,3.0
CUST00897,Richard Williams,21.0,Male,Dallas,03/10/2023,216.06,4.0
CUST00427,Charles Anderson,39.0,FEMALE,Houston,2020-09-26,232.42,4.0
CUST00715,William Garcia,-20, female,Dallas,02-Aug-2022,756.89,4.0
CUST00418,Joseph Miller, 40 ,M,  Chicago  ,"September 05, 2020",414.18,4.0
CUST00726,Susan Thomas,36.0,Male,San Jose,08-28-2022,152.73,5.0
CUST00390,David Jones,42.0,female,San Jose,01-Jul-2020,226.25,3.0
CUST00054,James Hernandez,22.0,FEMALE,Dallas,05-05-2018,,
CUST00973,Charles Davis,28.0,Male ,Philadelphia,2024-03-29,128.27,3.0
CUST00351,Jennifer Martinez,31.0,FEMALE,Los Angeles,"March 31, 2020",157.96,2.0
CUST00206,Patricia Gonzalez,54.0,F,San Jose,"April 26, 2019",788.38,5.0
CUST00472,Susan Davis,52.0,Female,San Diego,09/01/2021,221.56,3.0
CUST00532,Sarah Davis,48.0,Male,San Antonio,05-30-2021,433.24,4.0
CUST00643,James Smith,55.0,Male ,San Antonio,14/02/2022,234.65,4.0
CUST00404,Susan Rodriguez,39.0,F,Dallas,03/08/2020,502.9,5.0
CUST00717,John Rodriguez,21.0,FEMALE,San Jose,07-Aug-2022,133.19,5.0
CUST00493,Mary Anderson,49.0,,Chicago,02-27-2021,43.86,3.0
CUST00376,James Jones,35.0,male,Los Angeles,2020-05-29,161.94,4.0
CUST00831,Susan Martinez,38.0,Male,Phoenix,"May 01, 2023",406.21,4.0
CUST00511,Karen Lopez,34.0,FEMALE,Dallas,11-Apr-2021,618.88,5.0
CUST00098,Barbara Davis,48.0,Male,Dallas,16/08/2018,126.18,4.0
CUST00286,Sarah Gonzalez,70.0,M,Phoenix,31-Oct-2019,224.91,5.0
CUST00887,Michael Anderson,43.0, female,PHILADELPHIA,2023-09-09,269.44,2.0
CUST00661,Thomas Johnson,56.0,male,San Antonio,"March 28, 2022",109.92,5.0
CUST00499,Mary Hernandez,37.0,Female,,13/03/2021,468.93,3.0
CUST00910,James Garcia,31.0,Male,Philadelphia,11-02-2023,290.36,4.0
CUST00018,Charles Lopez,38.0,F,New York,09-Feb-2018,299.16,2.0
CUST00197,Elizabeth Johnson,30.0, female,Los Angeles,"April 05, 2019",443.9,2.0
CUST00027,Joseph Lopez,24.0,Male ,Houston,2018-03-02,84.19,3.0
CUST00969,David Gonzalez,58.0,Male,Phoenix,"March 20, 2024",77.67,3.0
CUST00187,James Brown,, female,San Diego,03-13-2019,183.82,4.0
CUST00743,David Smith,32.0,female,Phoenix,2022-10-07,94.27,4.0
CUST00345,Linda Gonzalez,31.0,Male ,Phoenix,"March 17, 2020",83.35,4.0
CUST00702,Susan Miller,28.0,female,Los Angeles,2022-07-03,270.73,5.0
CUST00190,Sarah Rodriguez,39.0,MALE,San Antonio,20/03/2019,$341.24,5.0
CUST00974,William Smith,30.0,MALE,Los Angeles,04-01-2024,,-1.0
CUST00969,David Gonzalez,58.0,Male,Phoenix,"March 20, 2024",77.67,3.0
CUST00271,John Lopez,55.0,Male ,Los Angeles,"September 26, 2019",693.88,3.0
CUST00327,William Johnson,21.0,male,New York,2020-02-04,335.27,
CUST00806,Jessica Davis,41.0,M,Philadelphia,04/03/2023,122.7,3.0
CUST00692,David Martinez,25.0,F,Philadelphia,06-09-2022,343.88,3.0
CUST00778,Charles Thomas,19.0,male,Phoenix,"December 28, 2022",200.69,3.0
CUST00795,Barbara Wilson,36.0,female,Philadelphia,2023-02-06,123.42,3.0
CUST00352,Barbara Gonzalez,32.0,F,New York,03-Apr-2020,550.13,5.0
CUST00386,Richard Jones,44.0,Female,Chicago,21/06/2020,230.01,5.0
CUST00752,Michael Williams,32.0,FEMALE,San Jose,28-Oct-2022,76.95,3.0
CUST00791,Thomas Brown,52.0,female,Houston,2023-01-27,884.14,4.0
CUST00495,Thomas Lopez,48.0,Male,Phoenix,"March 04, 2021",220.33,4.0
CUST00263,Patricia Thomas,40.0,Male ,San Antonio,2019-09-07,,4.0
839,Robert Brown,,Male ,San Diego,2023-05-20,120.69,5.0
CUST00075,Karen Gonzalez,31.0,Male ,Chicago,2018-06-23,361.18,
CUST00169,Charles Garcia,50.0,female,New York,2019-01-30,374.8,4.0
CUST00927,David Brown,44.0,female,Philadelphia,"December 12, 2023",1406.13,4.0
CUST00563,Jennifer Smith,,M,San Diego,11/08/2021,688.92,2.0
CUST00762,Barbara Wilson,43.0,Male,San Diego,20/11/2022,77.9,3.0
CUST00659,Charles Anderson,35.0,MALE,San Antonio,03-24-2022,240.59,2.0
CUST00729,Charles Jones,50.0,MALE,Phoenix,2022-09-04,395.52,3.0
CUST00554,John Jones,30.0,Male,Phoenix,"July 20, 2021",42.88,4.0
CUST00307,Susan Anderson, 32 ,male,San Antonio,2019-12-19,150.31,4.0
CUST00981,James Johnson,53.0, female,San Antonio,17-Apr-2024,132.91,4.0
CUST00784,Thomas Wilson,21.0,F,Philadelphia,11/01/2023,106.16,3.0
CUST00868,Charles Martinez,23.0, female,New York,27/07/2023,359.85,4.0
CUST00895,Thomas Davis,38.0,Male,Los Angeles,28/09/2023,488.68,5.0
CUST00790,Joseph Davis,8.0,M,Philadelphia,2023-01-25,871.22,2.0
CUST00863,John Lopez,43.0,female,San Diego,"July 15, 2023",346.48,5.0
CUST00473,Mary Gonzalez,42.0,Male ,Phoenix,"January 12, 2021",670.58,2.0
CUST00309,Joseph Thomas,47.0,female,Dallas,24/12/2019,159.88,2.0
CUST00111,James Smith,31.0,Male ,Philadelphia,15/09/2018,44.02,5.0
CUST00526,Susan Thomas,36.0,MALE,Los Angeles,2021-05-16,113.07,3.0
CUST00633,David Garcia,25.0,male,Houston,01-22-2022,392.91,4.0
CUST00058,Michael Rodriguez,,male,San Antonio,2018-05-14,,3.0
CUST00650,Linda Smith,51.0, female,San Jose,03-03-2022,78.86,5.0
CUST00007,Patricia Davis,33.0,male,San Diego,15/01/2018,171.15,5.0
CUST00631,William Williams,29.0,Male ,San Jose,01-17-2022,630.41,5.0
CUST00139,Jessica Martinez,39.0,female,Philadelphia,20/11/2018,,2.0
CUST00164,Jessica Brown,26.0, female,  Philadelphia  ,"January 18, 2019",347.87,3.0
CUST00359,Karen Rodriguez,25.0,M,New York,19/04/2020,364.96,5.0
CUST00889,Mary Wilson,29.0, female,Houston,2023-09-14,88.03,
CUST00837,Joseph Miller,50.0,F,Los Angeles,05-15-2023,259.91,4.0
CUST00044,Sarah Anderson, 60 ,MALE,New York,11-Apr-2018,120.02,4.0
CUST00616,Elizabeth Smith,40.0,FEMALE,Chicago,2021-12-13,496.66,5.0
CUST00064,Robert Smith,62.0,Male,New York,"May 28, 2018",451.73,3.0
CUST00592,Linda Jones,38.0,female,Philadelphia,18/10/2021,112.77,4.0
CUST00587,Jennifer Gonzalez,45.0,Male,Philadelphia,"October 06, 2021",326.67,4.0
CUST00039,Patricia Wilson,71.0, female,San Jose,"March 31, 2018",362.55,
CUST00400,John Jones,37.0, female,Phoenix,24-Jul-2020,89.58,5.0
CUST00745,Mary Rodriguez,26.0,MALE,Philadelphia,2022-10-11,111.89,5.0
CUST00687,Charles Thomas,33.0,male,Phoenix,05-28-2022,$648.98,4.0
CUST00982,James Smith,46.0,MALE,San Antonio,2024-04-19,244.88,3.0
CUST00205,Michael Rodriguez,47.0,Male,San Diego,24-Apr-2019,268.06,3.0
CUST00421,David Williams,37.0,MALE,Los Angeles,"September 12, 2020",301.67,3.0
CUST00959,Patricia Rodriguez,72.0,M,New York,02-25-2024,670.49,4.0
CUST00811,Thomas Williams,49.0,MALE,Houston,"March 15, 2023",$133.19,5.0
CUST00285,Patricia Martinez,42.0,,New York,29/10/2019,374.2,4.0
CUST00508,Linda Jones,,Male ,Dallas,04-04-2021,118.74,1.0
CUST00287,DAVID GONZALEZ,37.0,female,,2019-11-02,600.82,2.0
CUST00007,Patricia Davis,33.0,male,San Diego,15/01/2018,171.15,5.0
CUST00419,Joseph Jones,32.0,F,San Diego,unknown,164.95,5.0
CUST00753,ROBERT JOHNSON,,FEMALE,San Diego,2022-10-30,420.12,1.0
CUST00473,Mary Gonzalez,42.0,Male ,Phoenix,"January 12, 2021",670.58,2.0
CUST00186,Robert Lopez,52.0, female,Dallas,2019-03-10,171.98,4.0
CUST00447,Patricia Davis,36.0,Male ,San Diego,12-Nov-2020,,3.0
CUST00965,Sarah Wilson,46.0,MALE,San Antonio,10-Mar-2024,192.08,4.0
CUST00855,Elizabeth Rodriguez,56.0,F,San Jose,"June 26, 2023",160.16,4.0
CUST00819,Thomas Rodriguez,26.0,FEMALE,San Jose,03/04/2023,117.65,4.0
CUST00229,Sarah Lopez,47.0,male,Houston,"June 19, 2019",266.69,2.0
CUST00548,Robert Williams,42.0,MALE,San Diego,06/07/2021,88.12,5.0
CUST00105,Robert Smith,41.0,Female,Phoenix,09-01-2018,$155.61,3.0
CUST00368,Jennifer Lopez,56.0,Male,Houston,10-May-2020,86.87,2.0
CUST00062,John Williams,30.0,,Los Angeles,24/05/2018,234.2,5.0
CUST00626,Charles Davis,32.0,Male,Los Angeles,"January 05, 2022",269.0,4.0
CUST00597,Patricia Brown,52.0,female,San Antonio,29/10/2021,362.67,2.0
CUST00508,Linda Jones,,Male ,Dallas,04-04-2021,118.74,1.0
CUST00545,Susan Jones,60.0,Male,Chicago,06-29-2021,135.08,4.0
CUST00596,Charles Williams,63.0,Female,New York,"October 27, 2021",428.87,3.0
CUST00747,William Rodriguez,55.0,M,San Jose,"October 16, 2022",$192.44,4.0
CUST00455,John Rodriguez,44.0,F,San Diego,30-Nov-2020,738.59,3.0
CUST00254,James Wilson,42.0,FEMALE,Los Angeles,17-Aug-2019,162.63,4.0
CUST00730,Patricia Williams, 46 ,Male,Philadelphia,06/09/2022,71.95,
CUST00515,Jennifer Williams,40.0,F,New York,04-20-2021,,1.0
CUST00709,David Wilson,34.0,M,Phoenix,19-Jul-2022,50000.0,
CUST00436,Karen Davis,42.0,male,Dallas,17/10/2020,428.03,
CUST00571,Jennifer Williams,42.0,female,Phoenix,29/08/2021,119.46,5.0
CUST00110,John Thomas,15.0,MALE,Houston,13/09/2018,188.44,
CUST00677,Joseph Davis,, female,Philadelphia,2022-05-05,275.43,10.0
CUST00361,William Smith,17.0,MALE,Chicago,"April 24, 2020",34.23,5.0
CUST00337,Charles Gonzalez,33.0,FEMALE,San Jose,"February 28, 2020",356.88,4.0
CUST00611,David Lopez,30.0,F,San Antonio,unknown,,4.0
700,Barbara Davis,32.0,Male ,San Antonio,,550.37,4.0
CUST00320,Sarah Anderson,44.0,FEMALE,San Jose,"January 19, 2020",224.59,1.0
CUST00614,John Davis,,M,Chicago,12-08-2021,226.36,1.0
CUST00397,Thomas Jones,29.0,M,Philadelphia,"July 17, 2020",238.35,4.0
CUST00149,Robert Brown,16.0,male,Houston,12-14-2018,365.46,5.0
CUST00793,James Thomas,44.0,Male ,San Antonio,01/02/2023,184.94,4.0
CUST00690,James Anderson,45.0,Male,  Philadelphia  ,04-Jun-2022,80.66,
CUST00541,Jennifer Miller,44.0,MALE,dallas,2021-06-20,89.77,
CUST00159,Mary Garcia,40.0,M,Houston,06/01/2019,354.87,5.0
CUST00786,Richard Johnson, 9 ,FEMALE,Los Angeles,"January 16, 2023",325.87,5.0
CUST00483,Elizabeth Miller,49.0,Female,Los Angeles,02-04-2021,478.74,4.0
CUST00570,Charles Garcia,38.0,FEMALE,San Jose,27-Aug-2021,86.53,4.0
CUST00494,Linda Davis,53.0,Male ,SAN JOSE,03-02-2021,264.59,4.0
CUST00024,Susan Johnson,40.0,F,New York,23/02/2018,221.07,5.0
CUST00782,Robert Johnson,42.0,MALE,Houston,2023-01-06,870.32,4.0
CUST00129,Charles Brown,28.0,Male ,Philadelphia,10-28-2018,388.97,4.0
CUST00860,Linda Hernandez,53.0,,Houston,2023-07-08,45.18,4.0
CUST00971,Jennifer Rodriguez,39.0,male,Philadelphia,"March 24, 2024",250.62,3.0
CUST00325,Susan Gonzalez,39.0,MALE,San Jose,30-Jan-2020,154.24,5.0
CUST00901,William Thomas,41.0, female,Dallas,"October 12, 2023",65.66,4.0
CUST00512,David Brown,44.0,F,San Jose,04-13-2021,129.88,3.0
CUST00363,James Jones,35.0,M,Dallas,04-29-2020,234.1,3.0
CUST00654,Charles Wilson,27.0,MALE,Philadelphia,2022-03-12,297.05,5.0
CUST00468,Robert Gonzalez,57.0,Female,San Diego,12-31-2020,35.0,4.0
CUST00714,Elizabeth Brown,33.0,Male ,San Diego,31-Jul-2022,193.81,3.0
CUST00954,Robert Brown,40.0,male,Los Angeles,02-14-2024,468.36,
CUST00758,John Lopez,39.0,female,New York,11-Nov-2022,538.95,5.0
CUST00829,Linda Brown,54.0,F,Chicago,04-26-2023,244.46,4.0
CUST00925,William Miller,25.0,Male,Philadelphia,08/12/2023,809.98,3.0
CUST00420,Susan Johnson,49.0,Male ,Philadelphia,09-Sep-2020,640.51,3.0
CUST00527,Jennifer Jones,29.0,Female,San Jose,05-18-2021,52.33,4.0
CUST00610,Linda Lopez,53.0,female,Dallas,11-29-2021,102.98,5.0
CUST00250,Karen Jones,21.0, female,San Antonio,08-07-2019,48.85,4.0
CUST00380,Robert Gonzalez,,MALE,Dallas,07-Jun-2020,372.55,4.0
CUST00016,Jessica Anderson,53.0,M,San Antonio,05-Feb-2018,246.25,5.0
CUST00160,Robert Thomas,59.0,Male ,Philadelphia,2019-01-08,290.54,3.0
CUST00644,David Garcia,32.0,M,Los Angeles,"February 17, 2022",364.94,5.0
CUST00049,James Lopez,55.0,Female,Chicago,2018-04-23,627.6,5.0
CUST00930,David Hernandez,32.0,M,Philadelphia,"December 19, 2023",13.63,3.0
CUST00864,Jessica Gonzalez,53.0,Male,Los Angeles,2023-07-18,125.01,5.0
CUST00412,Mary Garcia,54.0, female,Los Angeles,unknown,79.44,3.0
CUST00378,Jessica Gonzalez,24.0, female,New York,03-Jun-2020,129.78,4.0
CUST00295,John Lopez,42.0,M,Dallas,11-21-2019,312.17,5.0
CUST00568,Linda Davis,49.0,F,San Jose,2021-08-22,29.85,5.0
CUST00128,Robert Anderson,62.0,F,Dallas,25-Oct-2018,147.57,2.0
CUST00298,Robert Rodriguez,57.0,Male ,San Diego,28/11/2019,$190.22,5.0
CUST00995,Jennifer Rodriguez,, female,Los Angeles,05-20-2024,300.89,5.0
CUST00238,Jessica Rodriguez,35.0,FEMALE,Phoenix,"July 10, 2019",198.21,4.0
CUST00168,Barbara Hernandez,14.0,Female,San Jose,2019-01-27,435.14,4.0
CUST00891,Barbara Miller,27.0,male,Dallas,19/09/2023,235.76,4.0
CUST00447,Patricia Davis,36.0,Male ,San Diego,12-Nov-2020,,3.0
CUST00081,Michael Hernandez,29.0,M,San Diego,2018-07-07,158.16,5.0
CUST00670,Sarah Miller,33.0,female,Los Angeles,19-Apr-2022,655.3,4.0
CUST00940,Mary Gonzalez,43.0,Male ,San Antonio,2024-01-12,309.31,3.0
CUST00936,Charles Rodriguez,37.0,male,Houston,2024-01-02,121.22,4.0
CUST00031,Thomas Brown,39.0,Female,San Antonio,"March 12, 2018",165.97,3.0
CUST00243,Robert Lopez,31.0,Male,Chicago,22-Jul-2019,229.94,4.0
CUST00874,Charles Thomas,11.0, female,Houston,2023-08-10,105.63,
CUST00740,Patricia Anderson,46.0,F,Chicago,09-30-2022,67.13,1.0
CUST00572,Michael Williams,34.0,M,New York,01-Sep-2021,150.47,2.0
CUST00878,Richard Hernandez, 42 ,M,San Jose,2023-08-19,,4.0
CUST00579,Jennifer Rodriguez,44.0,M,Philadelphia,17/09/2021,192.37,4.0
CUST00050,Linda Davis,38.0,FEMALE,Phoenix,2018-04-25,212.49,5.0
CUST00028,Michael Lopez,36.0,Female,  San Antonio  ,"March 05, 2018",$294.64,3.0
CUST00578,Patricia Gonzalez,37.0,F,New York,09-15-2021,269.19,3.0
CUST00123,Jessica Thomas,42.0,Male ,Phoenix,14/10/2018,542.99,4.0
CUST00802,Michael Wilson,33.0,male,San Antonio,2023-02-22,616.91,3.0
CUST00934,John Hernandez,32.0,M,New York,"December 29, 2023",365.2,2.0
CUST00721,Jennifer Hernandez,37.0, female,Dallas,16/08/2022,202.01,
CUST00723,Barbara Gonzalez,39.0,MALE,Chicago,"August 21, 2022",84.87,4.0
CUST00564,Joseph Smith,29.0, female,Phoenix,08-13-2021,456.47,5.0
CUST00509,Patricia Davis,40.0,FEMALE,Phoenix,06/04/2021,32.54,3.0
CUST00590,Karen Davis,27.0,Female,San Diego,13/10/2021,536.36,4.0
CUST00272,Robert Smith,36.0,FEMALE,Dallas,,263.53,5.0
CUST00348,Richard Lopez,58.0,MALE,San Antonio,03-24-2020,35.08,5.0
CUST00756,Jennifer Johnson, 31 ,Male,San Diego,"November 06, 2022",126.26,3.0
CUST00278,Charles Johnson,49.0, female,Los Angeles,12-Oct-2019,113.31,2.0
CUST00846,Richard Davis,41.0,M,Phoenix,05-Jun-2023,334.08,4.0
CUST00906,Patricia Johnson,25.0,Male,New York,,179.73,4.0
CUST00432,Thomas Jones,50.0,FEMALE,  San Jose  ,10-07-2020,259.74,4.0
CUST00783,Elizabeth Miller, 38 ,female,  Dallas  ,09-Jan-2023,337.32,5.0
CUST00741,Karen Williams,49.0, female,Los Angeles,2022-10-02,328.04,4.0
CUST00148,Jessica Thomas,59.0,MALE,Philadelphia,11-Dec-2018,126.1,5.0
CUST00300,Karen Thomas,55.0,Male ,Chicago,2019-12-03,734.43,3.0
CUST00557,Patricia Rodriguez,34.0,Female,San Antonio,2021-07-28,$152.39,4.0
CUST00446,Patricia Davis,54.0,Male ,Los Angeles,11-09-2020,166.15,4.0
CUST00876,James Hernandez,41.0,F,Dallas,08-15-2023,330.55,3.0
CUST00458,Thomas Wilson,44.0,Female,Dallas,07/12/2020,199.3,5.0
CUST00052,Thomas Davis,31.0,MALE,Los Angeles,30/04/2018,209.48,4.0
CUST00877,Jessica Rodriguez,35.0,female,San Jose,17/08/2023,331.27,5.0
CUST00519,Barbara Jones,28.0,Male,Phoenix,2021-04-29,183.24,5.0
CUST00023,Sarah Brown,30.0,Female,Chicago,2018-02-21,184.32,3.0
CUST00319,David Hernandez,, female,Phoenix,"January 16, 2020",331.33,2.0
CUST00674,Joseph Jones,47.0,MALE,Phoenix,"April 28, 2022",561.77,5.0
CUST00433,Patricia Martinez,27.0, female,Houston,10-10-2020,265.71,1.0
CUST00210,Susan Lopez,43.0,Male ,Chicago,"May 06, 2019",$478.99,3.0
CUST00620,William Garcia,36.0, female,Chicago,"December 22, 2021",211.07,4.0
CUST00143,James Thomas,22.0,male,Houston,30-Nov-2018,478.65,3.0
CUST00051,David Williams,49.0,female,San Diego,2018-04-28,440.23,3.0
CUST00167,James Thomas,52.0, female,San Diego,2019-01-25,436.81,3.0
CUST00911,Sarah Johnson,40.0,F,Los Angeles,05-Nov-2023,88.4,4.0
CUST00926,Joseph Miller,42.0,Male ,San Diego,2023-12-10,489.06,2.0
CUST00082,Charles Garcia,45.0,Male ,Los Angeles,09-Jul-2018,,2.0
CUST00847,Joseph Rodriguez,44.0,Male ,Houston,06-08-2023,207.03,4.0
CUST00322,Elizabeth Martinez,39.0,Male,San Antonio,23/01/2020,46.02,4.0
CUST00738,John Davis,37.0,Male,Philadelphia,25/09/2022,181.71,1.0
CUST00963,Richard Smith,37.0,FEMALE,chicago,03-06-2024,342.66,5.0
CUST00900,Michael Martinez,26.0,FEMALE,San Jose,"October 10, 2023",250.14,5.0
CUST00067,Robert Smith,24.0,male,Houston,06-04-2018,207.31,5.0
